YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
1981,2,1,10.08,2.5,6.29,8.88,9.01,14.97,5.96
1981,2,2,9.66,-0.03,4.82,7.75,10.43,16.03,5.6
1981,2,3,10.21,0.23,5.22,7.83,10.34,16.69,6.35
1981,2,4,11.92,2.11,7.01,9.43,11.78,18.75,6.98
1981,2,5,14.65,2.92,8.79,11.88,14.33,22.75,8.42
1981,2,6,15.23,3.68,9.45,13.21,12.35,22.19,9.84
1981,2,7,13.15,1.96,7.56,11.68,12.23,20.65,8.42
1981,2,8,12.2,1.01,6.61,10.62,10.72,18.62,7.9
1981,2,9,11.2,0.33,5.77,9.55,9.95,17.23,7.29
1981,2,10,10.93,-1.3,4.82,9.1,10.56,17.39,6.83
1981,2,11,10.45,-0.83,4.81,8.61,11.61,17.15,5.55
1981,2,12,11.48,0.41,5.95,9.44,10.09,17.9,7.82
1981,2,13,11.98,1.31,6.65,10.03,11.83,19.15,7.32
1981,2,14,13.23,0.93,7.08,10.72,11.95,20.08,8.14
1981,2,15,14.85,-0.43,7.21,12.16,12.69,22.48,9.8
1981,2,16,15.07,-1.34,6.87,12.62,13.62,23.26,9.64
1981,2,17,14.9,-1.61,6.65,11.91,10.74,21.55,10.81
1981,2,18,14.73,-1.34,6.69,12.38,13.05,22.64,9.6
1981,2,19,15.37,-0.65,7.36,12.73,11.3,22.3,10.99
1981,2,20,15.69,-0.31,7.69,13.11,13.2,23.53,10.33
1981,2,21,15.46,-1.61,6.92,12.86,12.15,22.98,10.83
1981,2,22,15.49,-1.06,7.22,13.1,13.11,23.11,10.0
1981,2,23,16.09,0.08,8.08,13.58,12.44,22.73,10.28
1981,2,24,17.2,1.3,9.26,14.86,13.88,25.34,11.47
1981,2,25,17.34,1.47,9.4,15.65,14.53,25.87,11.34
1981,2,26,17.47,0.9,9.19,15.94,13.09,24.79,11.7
1981,2,27,16.94,1.46,9.2,15.85,11.46,23.46,12.0
1981,2,28,16.04,3.48,9.76,14.78,10.87,21.59,10.73
1981,3,1,15.68,1.97,8.82,14.86,13.38,23.83,10.45
1981,3,2,14.54,-0.2,7.17,13.79,13.89,22.41,8.53
1981,3,3,15.44,-2.81,6.32,13.89,17.02,24.08,7.05
1981,3,4,16.69,-1.42,7.63,14.32,11.65,23.4,11.76
1981,3,5,17.16,-0.17,8.5,15.1,11.12,23.71,12.58
1981,3,6,17.94,2.79,10.36,16.63,11.23,24.44,13.2
1981,3,7,18.99,4.48,11.73,18.58,13.6,27.3,13.7
1981,3,8,17.61,0.55,9.08,16.93,14.09,25.37,11.28
1981,3,9,17.74,0.43,9.08,17.12,12.76,24.59,11.83
1981,3,10,16.29,0.18,8.23,16.15,14.31,23.85,9.54
1981,3,11,16.53,0.47,8.5,16.9,13.39,23.96,10.57
1981,3,12,14.4,2.38,8.39,14.34,8.34,18.29,9.95
1981,3,13,16.28,3.42,9.85,16.07,13.62,23.29,9.66
1981,3,14,17.36,3.82,10.58,16.54,11.98,24.19,12.22
1981,3,15,17.25,4.4,10.82,16.62,8.92,22.39,13.47
1981,3,16,16.2,6.85,11.53,16.48,8.96,21.12,12.16
1981,3,17,16.3,6.3,11.3,16.1,12.48,23.26,10.78
1981,3,18,18.91,4.32,11.62,17.87,13.77,26.7,12.93
1981,3,19,19.65,4.93,12.29,18.76,12.01,26.57,14.56
1981,3,20,19.69,5.6,12.65,19.77,11.91,26.43,14.52
1981,3,21,18.93,7.27,13.1,19.08,10.98,24.99,14.01
1981,3,22,18.22,3.69,10.95,18.33,13.61,26.25,12.64
1981,3,23,17.47,0.23,8.85,17.33,13.92,25.27,11.35
1981,3,24,17.98,-0.13,8.92,17.23,12.78,25.03,12.24
1981,3,25,17.71,1.12,9.41,17.9,14.92,25.14,10.22
1981,3,26,17.19,4.39,10.79,17.59,10.42,22.91,12.5
1981,3,27,17.96,4.04,11.0,17.74,12.66,24.82,12.15
1981,3,28,19.12,2.09,10.61,18.26,12.62,26.1,13.49
1981,3,29,19.17,3.19,11.19,18.86,12.86,26.27,13.41
1981,3,30,19.53,5.67,12.6,19.56,12.64,25.9,13.26
1981,3,31,18.54,8.05,13.3,18.31,10.09,23.95,13.86
1981,4,1,18.21,6.45,12.33,17.69,11.78,24.76,12.98
1981,4,2,19.87,2.26,11.07,18.88,13.52,27.16,13.65
1981,4,3,20.49,1.6,11.05,19.58,13.91,28.24,14.33
1981,4,4,20.99,3.46,12.23,20.72,15.28,29.46,14.18
1981,4,5,20.07,0.4,10.24,19.93,16.01,28.6,12.59
1981,4,6,19.83,-1.1,9.37,19.23,14.67,27.73,13.06
1981,4,7,20.95,-1.59,9.69,19.69,14.2,28.3,14.11
1981,4,8,21.31,-0.73,10.3,20.05,13.35,28.6,15.25
1981,4,9,22.3,1.12,11.71,21.18,13.85,29.67,15.82
1981,4,10,23.15,0.91,12.03,22.15,15.49,31.4,15.91
1981,4,11,22.71,2.37,12.54,22.08,12.68,29.58,16.9
1981,4,12,22.27,5.32,13.8,21.77,13.1,29.37,16.27
1981,4,13,21.23,8.73,14.98,21.68,10.8,27.57,16.76
1981,4,14,21.71,8.63,15.17,22.4,13.64,29.05,15.41
1981,4,15,22.15,9.44,15.8,22.79,12.33,28.66,16.33
1981,4,16,22.59,11.77,17.18,22.97,11.69,29.4,17.71
1981,4,17,21.83,9.87,15.85,21.98,12.72,28.72,16.0
1981,4,18,19.95,11.37,15.66,20.13,10.76,25.05,14.28
1981,4,19,21.26,7.56,14.4,21.4,11.24,27.8,16.55
1981,4,20,20.2,9.66,14.94,20.69,13.87,27.21,13.35
1981,4,21,21.57,7.44,14.51,21.58,11.91,28.24,16.33
1981,4,22,22.39,7.53,14.96,22.02,11.88,28.4,16.52
1981,4,23,22.96,6.33,14.65,22.9,13.41,30.1,16.69
1981,4,24,23.3,2.4,12.86,22.74,15.06,31.26,16.2
1981,4,25,23.72,0.31,12.01,22.64,14.25,30.98,16.73
1981,4,26,23.69,0.9,12.29,22.91,11.66,29.94,18.28
1981,4,27,23.16,2.05,12.61,22.53,12.17,29.89,17.72
1981,4,28,24.03,3.23,13.62,23.65,13.22,31.05,17.83
1981,4,29,24.51,4.73,14.62,24.45,14.29,32.48,18.19
1981,4,30,23.08,6.12,14.6,23.23,12.56,28.84,16.28
1981,5,1,24.51,5.78,15.15,24.68,15.12,32.09,16.97
1981,5,2,25.65,7.28,16.47,26.0,14.07,32.55,18.48
1981,5,3,24.42,10.12,17.26,25.48,11.53,30.68,19.14
1981,5,4,24.47,12.69,18.58,25.83,11.22,30.51,19.3
1981,5,5,25.28,12.87,19.08,26.34,9.54,30.42,20.88
1981,5,6,22.8,13.91,18.36,23.07,6.66,26.53,19.87
1981,5,7,22.27,12.74,17.51,22.56,6.79,25.65,18.87
1981,5,8,21.65,12.6,17.12,22.81,8.79,25.85,17.06
1981,5,9,23.98,11.4,17.69,25.44,13.89,30.85,16.96
1981,5,10,25.04,10.27,17.65,26.58,13.38,31.69,18.33
1981,5,11,24.37,9.62,17.0,25.84,13.22,31.14,17.92
1981,5,12,22.99,11.58,17.29,23.44,10.31,27.8,17.48
1981,5,13,25.51,10.09,17.8,25.98,13.89,32.57,18.68
1981,5,14,25.33,10.01,17.67,25.9,12.77,31.89,19.13
1981,5,15,26.0,9.94,17.97,26.86,14.53,33.6,19.07
1981,5,16,24.94,11.2,18.08,25.4,12.98,31.92,18.94
1981,5,17,25.78,8.49,17.14,26.09,13.02,32.46,19.44
1981,5,18,25.85,7.62,16.73,26.37,13.84,33.05,19.21
1981,5,19,25.33,11.97,18.65,26.39,13.34,32.08,18.75
1981,5,20,26.37,12.93,19.65,27.54,12.61,32.97,20.36
1981,5,21,25.56,14.38,19.98,26.53,10.52,30.91,20.39
1981,5,22,25.64,11.73,18.69,26.5,14.01,32.99,18.98
1981,5,23,23.46,12.15,17.81,25.02,12.16,29.75,17.58
1981,5,24,24.39,11.6,18.0,25.85,11.56,30.78,19.22
1981,5,25,24.69,13.18,18.93,26.19,10.59,30.0,19.42
1981,5,26,25.4,14.07,19.73,26.68,11.0,30.77,19.77
1981,5,27,24.83,13.36,19.1,25.38,10.9,30.96,20.06
1981,5,28,23.91,12.83,18.37,24.38,11.84,30.72,18.87
1981,5,29,24.96,12.35,18.65,26.16,12.86,31.86,19.0
1981,5,30,25.83,11.56,18.69,26.76,12.25,32.41,20.15
1981,5,31,25.96,11.83,18.9,26.69,11.64,32.48,20.84
1981,6,1,24.42,14.51,19.47,25.55,10.53,30.23,19.71
1981,6,2,25.12,14.11,19.62,26.06,11.11,30.71,19.61
1981,6,3,27.06,9.17,18.12,27.4,15.63,35.15,19.51
1981,6,4,27.31,4.79,16.05,27.4,17.51,35.95,18.44
1981,6,5,26.59,2.26,14.43,26.35,17.1,35.09,17.99
1981,6,6,27.15,1.88,14.51,26.58,14.69,34.63,19.94
1981,6,7,26.83,3.55,15.19,27.25,15.84,34.94,19.1
1981,6,8,26.14,11.16,18.65,27.34,14.39,33.46,19.07
1981,6,9,26.23,13.89,20.06,27.19,12.28,33.03,20.76
1981,6,10,26.52,13.01,19.77,27.18,11.43,32.81,21.39
1981,6,11,27.31,10.26,18.79,27.87,13.38,34.25,20.87
1981,6,12,27.73,5.75,16.74,27.6,18.52,36.98,18.44
1981,6,13,28.27,2.76,15.51,27.89,14.55,35.72,21.15
1981,6,14,28.53,2.72,15.62,28.44,15.45,36.16,20.72
1981,6,15,28.36,9.07,18.72,28.86,13.48,35.26,21.79
1981,6,16,27.95,14.4,21.18,29.28,11.2,33.9,22.7
1981,6,17,25.98,17.58,21.78,27.98,11.07,32.05,20.98
1981,6,18,25.51,18.62,22.06,27.08,8.71,29.88,21.17
1981,6,19,27.58,17.33,22.46,29.68,11.77,33.48,21.7
1981,6,20,28.73,16.51,22.62,30.33,10.92,34.4,23.48
1981,6,21,24.37,19.21,21.79,25.38,5.54,27.42,21.88
1981,6,22,26.3,17.76,22.03,27.98,9.25,31.04,21.79
1981,6,23,24.93,19.07,22.0,26.34,8.26,29.86,21.61
1981,6,24,26.06,18.59,22.33,27.59,9.66,31.22,21.56
1981,6,25,26.1,18.98,22.54,27.87,8.93,30.8,21.88
1981,6,26,24.4,20.51,22.46,25.17,6.1,27.99,21.89
1981,6,27,24.35,20.32,22.33,24.96,6.25,28.22,21.98
1981,6,28,23.56,20.31,21.94,24.57,6.72,27.85,21.13
1981,6,29,22.77,19.4,21.09,23.3,6.54,26.74,20.19
1981,6,30,23.19,20.36,21.77,23.98,7.4,27.72,20.33
1981,7,1,23.0,20.65,21.82,23.83,5.46,26.13,20.66
1981,7,2,23.38,20.81,22.1,24.11,6.38,26.69,20.31
1981,7,3,22.01,21.06,21.54,22.15,2.29,23.0,20.71
1981,7,4,23.53,21.39,22.46,24.13,6.99,27.3,20.31
1981,7,5,23.86,21.75,22.8,24.5,6.62,27.69,21.07
1981,7,6,23.32,18.81,21.06,22.98,4.19,25.23,21.04
1981,7,7,24.2,20.4,22.3,24.17,5.36,26.74,21.38
1981,7,8,22.85,20.61,21.73,23.05,5.06,25.51,20.44
1981,7,9,24.09,20.39,22.24,24.64,6.88,27.74,20.87
1981,7,10,23.91,21.12,22.51,24.57,6.65,27.39,20.74
1981,7,11,24.07,21.11,22.58,24.35,5.8,27.37,21.58
1981,7,12,22.73,20.83,21.79,22.94,3.9,24.64,20.74
1981,7,13,23.71,19.69,21.7,24.02,5.89,26.46,20.57
1981,7,14,23.42,20.1,21.76,23.51,5.16,26.19,21.03
1981,7,15,22.51,20.83,21.67,22.77,4.84,25.18,20.33
1981,7,16,22.94,19.75,21.34,23.22,6.23,26.26,20.04
1981,7,17,22.49,20.65,21.57,22.96,5.57,25.71,20.14
1981,7,18,22.41,20.26,21.33,23.01,6.49,25.54,19.05
1981,7,19,22.17,19.94,21.05,23.01,6.58,25.59,19.01
1981,7,20,22.44,20.72,21.58,22.51,4.13,24.72,20.58
1981,7,21,22.99,20.62,21.8,23.37,6.29,26.13,19.84
1981,7,22,23.07,20.83,21.95,23.16,5.15,25.79,20.64
1981,7,23,23.58,20.7,22.14,23.9,7.55,27.8,20.24
1981,7,24,23.07,20.94,22.0,23.63,5.77,26.4,20.63
1981,7,25,23.61,21.28,22.44,23.93,6.05,26.8,20.75
1981,7,26,22.63,21.65,22.14,22.73,3.57,24.66,21.09
1981,7,27,22.83,21.0,21.91,23.33,5.25,25.73,20.48
1981,7,28,21.97,20.15,21.06,22.47,4.25,24.34,20.09
1981,7,29,23.0,20.66,21.83,23.53,7.04,26.66,19.63
1981,7,30,23.13,21.17,22.15,23.31,5.13,26.37,21.23
1981,7,31,22.15,20.94,21.55,22.05,3.34,23.94,20.6
1981,8,1,22.47,20.5,21.48,22.75,5.31,25.18,19.87
1981,8,2,21.75,20.6,21.17,21.58,2.59,23.12,20.53
1981,8,3,21.83,19.72,20.78,21.75,4.58,24.22,19.65
1981,8,4,21.89,19.97,20.93,21.73,3.14,23.5,20.36
1981,8,5,22.15,18.99,20.57,22.02,5.58,24.98,19.4
1981,8,6,23.5,20.78,22.14,23.66,7.07,27.33,20.26
1981,8,7,24.77,20.84,22.8,24.76,8.73,29.06,20.33
1981,8,8,23.78,21.0,22.39,24.21,6.33,27.15,20.83
1981,8,9,23.69,21.24,22.47,24.06,6.16,26.82,20.66
1981,8,10,23.07,21.3,22.19,23.6,5.1,25.84,20.75
1981,8,11,23.33,21.74,22.53,23.8,4.8,26.22,21.41
1981,8,12,22.4,21.37,21.88,22.63,3.7,24.7,21.0
1981,8,13,22.27,19.43,20.85,22.05,4.99,24.68,19.69
1981,8,14,23.06,19.9,21.48,22.69,5.58,25.83,20.25
1981,8,15,23.26,20.83,22.05,23.55,5.66,26.38,20.72
1981,8,16,22.42,20.42,21.42,23.05,6.29,25.76,19.47
1981,8,17,22.93,21.06,22.0,23.51,7.08,26.97,19.89
1981,8,18,22.87,21.69,22.28,23.16,4.88,25.51,20.64
1981,8,19,22.18,21.36,21.76,22.17,3.46,23.99,20.53
1981,8,20,22.48,21.8,22.14,22.41,2.55,24.07,21.51
1981,8,21,22.49,19.77,21.13,22.62,5.05,24.91,19.86
1981,8,22,22.29,20.32,21.3,22.33,5.92,25.69,19.76
1981,8,23,21.61,19.55,20.58,21.31,3.09,23.08,19.99
1981,8,24,21.73,20.05,20.89,21.84,4.6,24.52,19.92
1981,8,25,21.9,20.7,21.3,21.94,4.56,24.11,19.55
1981,8,26,22.03,21.03,21.53,22.13,3.8,24.36,20.55
1981,8,27,22.12,20.81,21.47,22.48,5.66,25.37,19.72
1981,8,28,22.37,21.2,21.79,22.71,5.55,25.69,20.13
1981,8,29,22.48,21.19,21.83,22.82,5.46,25.61,20.15
1981,8,30,22.4,21.25,21.83,22.68,4.65,24.98,20.33
1981,8,31,22.86,21.48,22.17,23.19,5.52,26.13,20.62
1981,9,1,22.77,21.23,22.0,23.08,5.89,26.32,20.43
1981,9,2,22.3,20.19,21.24,22.26,4.62,24.9,20.28
1981,9,3,21.98,18.79,20.38,21.44,4.47,24.63,20.16
1981,9,4,21.96,19.15,20.55,21.75,5.42,25.24,19.82
1981,9,5,21.98,19.96,20.97,22.1,6.55,25.74,19.19
1981,9,6,21.02,19.23,20.12,20.86,3.3,22.83,19.51
1981,9,7,20.87,19.03,19.95,20.71,3.77,23.11,19.33
1981,9,8,21.41,19.32,20.37,21.56,5.76,24.68,18.92
1981,9,9,20.23,19.16,19.69,20.05,3.2,21.95,18.76
1981,9,10,19.59,17.43,18.51,18.94,2.82,20.96,18.14
1981,9,11,21.37,17.65,19.51,20.93,6.5,24.73,18.23
1981,9,12,21.34,19.15,20.24,21.44,6.65,25.12,18.46
1981,9,13,21.39,18.78,20.08,21.58,6.55,25.26,18.71
1981,9,14,21.04,17.19,19.12,20.55,6.15,24.47,18.32
1981,9,15,20.45,18.32,19.38,20.5,6.28,24.14,17.86
1981,9,16,20.2,19.37,19.79,20.1,4.44,22.45,18.01
1981,9,17,20.65,18.62,19.64,20.73,6.16,24.13,17.98
1981,9,18,20.28,17.91,19.1,20.37,7.58,24.51,16.94
1981,9,19,20.5,16.58,18.54,20.0,9.21,25.51,16.3
1981,9,20,20.0,17.87,18.93,20.25,6.24,23.43,17.19
1981,9,21,20.22,18.16,19.19,20.58,6.55,23.82,17.26
1981,9,22,21.44,19.31,20.37,21.61,7.02,25.29,18.26
1981,9,23,21.83,19.94,20.88,21.44,4.5,24.51,20.01
1981,9,24,23.01,19.52,21.26,22.08,5.83,26.38,20.56
1981,9,25,23.62,19.24,21.43,22.92,8.22,27.87,19.64
1981,9,26,21.6,19.45,20.53,21.26,4.62,24.47,19.84
1981,9,27,20.79,18.21,19.5,20.79,5.41,24.18,18.77
1981,9,28,19.45,17.97,18.71,19.15,3.4,21.15,17.76
1981,9,29,18.3,16.46,17.38,17.89,3.23,19.46,16.23
1981,9,30,19.3,17.05,18.17,19.33,7.73,23.85,16.13
1981,10,1,20.43,16.48,18.45,19.45,7.28,24.72,17.44
1981,10,2,20.11,15.62,17.86,19.15,7.52,24.46,16.94
1981,10,3,20.12,14.98,17.55,18.91,7.69,24.44,16.75
1981,10,4,20.64,14.54,17.59,19.13,7.27,24.88,17.61
1981,10,5,19.81,12.58,16.2,17.84,7.05,23.93,16.87
1981,10,6,19.3,11.73,15.51,17.07,7.27,23.65,16.38
1981,10,7,18.44,11.46,14.95,16.5,8.61,23.31,14.7
1981,10,8,18.24,12.08,15.16,16.43,8.09,22.64,14.55
1981,10,9,18.7,13.05,15.87,17.16,7.93,23.34,15.41
1981,10,10,18.52,13.11,15.82,17.16,6.95,22.64,15.69
1981,10,11,18.51,13.28,15.9,17.19,8.89,23.1,14.21
1981,10,12,18.91,13.51,16.21,17.41,6.82,22.87,16.05
1981,10,13,19.12,13.55,16.34,17.81,8.23,23.88,15.66
1981,10,14,19.3,13.56,16.43,17.78,8.37,24.15,15.79
1981,10,15,19.44,12.98,16.21,17.39,8.03,24.25,16.22
1981,10,16,18.73,12.03,15.38,16.4,6.91,23.0,16.08
1981,10,17,18.17,12.72,15.44,16.38,8.08,22.55,14.47
1981,10,18,18.9,12.8,15.85,16.96,7.91,23.19,15.28
1981,10,19,19.05,12.35,15.69,17.0,7.34,23.19,15.83
1981,10,20,18.78,11.4,15.08,16.45,7.75,23.31,15.55
1981,10,21,17.59,9.92,13.76,15.2,7.96,22.09,14.13
1981,10,22,17.91,8.79,13.35,14.81,7.68,22.37,14.69
1981,10,23,18.14,8.67,13.4,15.08,8.89,22.85,13.97
1981,10,24,18.51,9.3,13.9,15.42,8.15,23.38,15.23
1981,10,25,18.09,9.99,14.04,15.61,7.16,22.01,14.85
1981,10,26,16.12,11.94,14.03,15.68,5.97,19.46,13.49
1981,10,27,16.83,10.9,13.87,15.21,8.74,22.02,13.28
1981,10,28,16.87,9.42,13.15,14.83,9.47,22.28,12.82
1981,10,29,17.36,7.81,12.58,14.5,8.4,22.31,13.92
1981,10,30,17.06,6.3,11.69,14.28,9.71,22.21,12.49
1981,10,31,17.17,6.93,12.05,15.26,10.26,22.99,12.73
1981,11,1,16.85,5.81,11.33,14.46,8.32,21.52,13.21
1981,11,2,17.58,8.44,13.01,15.43,8.09,22.55,14.45
1981,11,3,17.6,12.8,15.2,16.49,5.86,21.15,15.29
1981,11,4,16.9,14.31,15.61,17.01,7.5,21.55,14.05
1981,11,5,16.02,12.26,14.14,15.11,6.55,20.19,13.62
1981,11,6,15.24,9.65,12.44,13.5,7.87,19.63,11.76
1981,11,7,15.34,9.09,12.22,13.25,7.49,19.88,12.4
1981,11,8,15.97,10.04,13.01,13.98,7.84,20.55,12.7
1981,11,9,16.26,10.81,13.53,14.79,8.87,21.18,12.31
1981,11,10,14.8,9.38,12.09,13.51,7.99,19.53,11.54
1981,11,11,14.8,8.35,11.57,12.82,7.52,19.02,11.5
1981,11,12,14.83,8.7,11.76,13.2,8.16,19.57,11.41
1981,11,13,13.55,8.66,11.11,12.84,8.28,18.19,9.91
1981,11,14,14.33,7.3,10.82,12.07,8.28,19.39,11.11
1981,11,15,14.09,5.9,10.0,11.22,8.93,19.11,10.18
1981,11,16,14.65,5.46,10.06,11.4,9.16,20.02,10.85
1981,11,17,15.31,4.9,10.11,11.7,8.71,20.79,12.08
1981,11,18,14.8,4.26,9.53,11.94,10.32,20.94,10.62
1981,11,19,14.12,3.8,8.96,10.98,8.54,19.51,10.96
1981,11,20,14.15,4.12,9.13,10.88,8.2,19.37,11.17
1981,11,21,14.14,2.62,8.38,10.53,8.15,19.26,11.12
1981,11,22,13.84,1.39,7.62,9.81,8.51,19.24,10.74
1981,11,23,13.42,2.05,7.74,9.83,9.55,18.79,9.23
1981,11,24,13.57,2.51,8.04,9.87,8.3,18.86,10.55
1981,11,25,12.45,3.4,7.93,9.58,8.91,17.72,8.81
1981,11,26,13.2,3.88,8.54,10.31,9.78,19.05,9.27
1981,11,27,13.19,2.14,7.67,10.3,10.66,19.58,8.93
1981,11,28,12.84,0.48,6.66,9.62,10.01,18.63,8.62
1981,11,29,13.08,1.34,7.21,9.94,9.33,18.69,9.35
1981,11,30,11.53,1.45,6.49,8.76,7.98,16.63,8.65
1981,12,1,12.03,2.01,7.02,8.62,8.35,17.16,8.82
1981,12,2,12.87,3.55,8.21,9.23,9.06,18.04,8.97
1981,12,3,13.19,5.19,9.19,10.46,9.05,18.46,9.4
1981,12,4,13.41,5.01,9.21,10.76,9.52,18.76,9.24
1981,12,5,12.95,3.1,8.02,9.68,9.6,18.33,8.72
1981,12,6,13.51,2.75,8.13,9.62,8.16,18.55,10.39
1981,12,7,10.85,3.9,7.37,8.05,5.64,13.63,7.99
1981,12,8,12.6,3.39,7.99,9.94,9.31,18.23,8.92
1981,12,9,12.91,0.55,6.73,9.5,11.19,19.4,8.22
1981,12,10,13.66,-3.93,4.87,8.87,11.02,20.09,9.07
1981,12,11,12.9,-0.91,5.99,9.0,10.04,19.08,9.04
1981,12,12,11.8,-0.37,5.72,8.06,8.73,17.1,8.37
1981,12,13,10.88,-0.56,5.16,7.28,9.62,16.69,7.07
1981,12,14,10.59,-1.45,4.57,6.83,8.87,16.41,7.54
1981,12,15,10.55,-1.27,4.64,7.13,8.29,16.01,7.71
1981,12,16,10.59,-2.13,4.23,7.23,7.91,15.9,8.0
1981,12,17,9.94,-2.26,3.84,7.12,8.66,15.26,6.6
1981,12,18,9.65,-2.21,3.72,6.57,9.12,15.57,6.45
1981,12,19,10.59,-3.6,3.5,6.47,8.82,16.44,7.62
1981,12,20,11.19,-2.17,4.51,7.45,9.01,16.76,7.75
1981,12,21,11.56,0.05,5.8,8.66,8.99,17.32,8.33
1981,12,22,10.95,-1.25,4.85,7.25,9.95,16.6,6.65
1981,12,23,11.14,-2.01,4.57,7.07,8.66,16.81,8.15
1981,12,24,10.75,-1.63,4.56,6.78,7.94,16.14,8.2
1981,12,25,10.29,-1.37,4.46,7.03,8.96,15.83,6.87
1981,12,26,10.09,-0.9,4.6,6.76,9.56,16.17,6.61
1981,12,27,10.97,-1.02,4.97,7.26,9.93,17.42,7.49
1981,12,28,11.79,-1.08,5.36,8.14,9.94,17.95,8.01
1981,12,29,11.58,-0.17,5.71,8.01,11.24,18.2,6.97
1981,12,30,11.13,-0.23,5.45,7.75,11.05,17.79,6.74
1981,12,31,10.98,-1.3,4.84,7.23,9.83,17.39,7.56
1982,1,1,10.98,-1.72,4.63,7.86,9.96,17.65,7.68
1982,1,2,10.19,-2.1,4.04,7.21,13.17,17.61,4.44
1982,1,3,11.35,-1.25,5.05,8.07,10.26,17.36,7.11
1982,1,4,13.13,-0.1,6.51,10.32,11.0,19.58,8.58
1982,1,5,12.85,4.94,8.89,9.69,7.38,17.43,10.05
1982,1,6,13.55,3.69,8.62,10.51,9.43,19.82,10.39
1982,1,7,12.37,1.07,6.72,9.17,8.46,18.07,9.6
1982,1,8,12.3,0.74,6.52,8.87,9.72,18.4,8.68
1982,1,9,12.87,0.6,6.73,9.56,7.79,17.7,9.91
1982,1,10,13.0,0.25,6.62,10.62,8.47,18.3,9.83
1982,1,11,11.97,3.15,7.56,11.23,12.0,18.31,6.32
1982,1,12,12.24,1.41,6.83,9.55,9.35,18.21,8.86
1982,1,13,11.58,-0.28,5.65,8.61,9.45,17.48,8.04
1982,1,14,11.38,-1.7,4.84,8.67,9.15,17.26,8.12
1982,1,15,11.95,-2.76,4.6,8.77,10.86,18.38,7.52
